Study_ID,Country,Crop_Type,IoT_Devices,Sensor_Type,Irrigation_Mode,Water_Saved_%,Yield_Change_%,Cost_Reduction_%,ML_Model_Used,Model_Accuracy_%,Evaluation_Period_Days,Data_Quality_Flag,Notes
2040,India,Date Palm,Soil sensors,Soil Moisture,Manual,19,17,7,Linear Regression,75,171,Low,
2041,South Africa,Maize,Vision camera (edge),Multispectral Camera,Sprinkler,29,18,7,Random Forest,84,202,High,Pilot plot
2042,India,Sorghum,Soil sensors,Solar Radiation,Drip + Sensor-driven,31,0,6,Linear Regression,73,149,High,Dry season
2043,China,Potato,Drones (NDVI),Air Temp,Sprinkler + Auto,18,25,10,Reinforcement Learning (A2C),82,336,High,
2044,Bangladesh,Maize,Weather station,NDVI,Sprinkler + Auto,22,20,13,Ensemble,78,219,Medium,
2045,China,Maize,Soil sensors,Soil Temperature,Drip + Sensor-driven,34,11,14,XGBoost,76,61,Medium,
2046,India,Sorghum,Weather station,Solar Radiation,Flood,25,14,11,Ensemble,82,140,High,
2047,Spain,Date Palm,Soil sensors,Air Temp,Drip + Sensor-driven,33,14,19,Linear Regression,66,184,High,
2048,China,Maize,Drones (NDVI),Air Temp,Micro-irrigation,35,19,13,Ensemble,72,231,Medium,
2049,India,Mango,Weather station,NDVI,Drip,25,17,12,XGBoost,87,99,High,Solar powered
2050,Egypt,Maize,Vision camera (edge),Soil Temperature,Flood,22,0,11,Random Forest,97,310,Low,
2051,Bangladesh,Maize,Drones (NDVI),Air Temp,Flood,13,13,5,XGBoost,90,288,Medium,Solar powered
2052,Brazil,Millet,Soil sensors,NDVI,Sprinkler + Auto,33,4,17,Random Forest,89,59,Medium,Long-term monitoring
2053,India,Potato,Edge device + Vision,Air Temp,Drip + Sensor-driven,26,8,14,XGBoost,75,72,Low,
2054,Brazil,Grapes,Cloud-connected sensors,Soil Moisture,Manual,35,-2,14,KNN,74,194,High,
2055,China,Sugarcane,NodeMCU + LoRa,Solar Radiation,Manual,28,10,15,Random Forest,78,69,High,Long-term monitoring
2056,Portugal,Date Palm,Weather station,Air Temp,Drip + Sensor-driven,27,9,11,XGBoost,76,96,High,
2057,India,Maize,Soil sensors,Air Temp,Drip + Sensor-driven,29,9,17,Ensemble,90,267,Medium,Dry season
2058,Bangladesh,Wheat,Cloud-connected sensors,Soil Temperature,Sprinkler + Auto,32,15,6,Ensemble,73,110,Medium,
2059,India,Tomato,Solar-powered sensors,Multispectral Camera,Flood,20,10,6,Random Forest,69,83,Medium,
2060,India,Sorghum,Soil sensors,Soil Moisture,Micro-irrigation,33,1,8,LightGBM,81,321,Medium,
2061,Spain,Tomato,Weather station,Multispectral Camera,Cloud-auto (scheduled),25,12,9,Linear Regression,86,246,High,Dry season
2062,China,Sorghum,Soil sensors,Humidity,Sprinkler,16,15,9,Random Forest,83,50,Medium,
2063,India,Cotton,Weather station,Multispectral Camera,Drip + Sensor-driven,29,10,8,LightGBM,83,222,High,Dry season
2064,India,Tomato,Edge device + Vision,Multispectral Camera,Flood,27,3,6,Linear Regression,77,143,Low,
2065,Bangladesh,Potato,Weather station,Air Temp,Manual,33,6,16,Reinforcement Learning (A2C),80,311,High,Long-term monitoring
2066,Ghana,Cotton,Soil sensors,Air Temp,Drip + Sensor-driven,36,12,8,LightGBM,82,111,Medium,
2067,Bangladesh,Potato,Soil sensors + Drones,NDVI,Sprinkler + Auto,27,10,15,Ensemble,74,244,High,Smallholder field
2068,China,Maize,Soil sensors + Weather station,NDVI,Manual,35,7,7,RCNN,88,165,Medium,High sensor drift
2069,India,Millet,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),26,10,10,XGBoost,76,283,Low,
2070,India,Date Palm,Soil sensors,Soil Temperature,Micro-irrigation,23,6,13,Random Forest,93,69,Low,Cloud outage recorded
2071,Brazil,Cotton,Soil sensors + Weather station,NDVI,Cloud-auto (scheduled),37,4,14,LightGBM,82,329,High,High sensor drift
2072,Australia,Cotton,Weather station,Soil Moisture,Micro-irrigation,30,7,6,Linear Regression,67,108,Medium,High sensor drift
2073,India,Rice,Soil sensors,Humidity,Manual,26,21,14,Ensemble,80,47,High,
2074,China,Date Palm,Edge device + Vision,NDVI,Flood,16,15,5,Ensemble,74,155,High,
2075,Brazil,Grapes,NodeMCU + LoRa,Multispectral Camera,Micro-irrigation,27,21,11,CNN,78,207,High,Long-term monitoring
2076,India,Sorghum,Weather station,NDVI,Sprinkler,37,5,13,RCNN,81,257,Medium,Solar powered
2077,India,Sugarcane,Soil sensors + Weather station,Air Temp,Drip,35,14,16,Random Forest,85,284,High,
2078,China,Sugarcane,Drones (NDVI),Air Temp,Sprinkler,19,5,8,XGBoost,97,334,Medium,
2079,India,Cotton,NodeMCU + LoRa,EC (salinity),Sprinkler,45,7,22,Random Forest,84,258,High,
2080,China,Cotton,Soil sensors + Drones,Air Temp,Sprinkler + Auto,25,8,7,Random Forest,77,193,High,Solar powered
2081,India,Wheat,NodeMCU + LoRa,Air Temp,Drip,37,9,21,XGBoost,72,259,Medium,
2082,India,Sugarcane,Soil sensors,NDVI,Manual,36,-1,20,Random Forest,88,127,High,
2083,India,Cotton,Solar-powered sensors,EC (salinity),Drip,32,15,11,Random Forest,81,101,High,Cloud outage recorded
2084,India,Rice,Soil sensors + Weather station,Solar Radiation,Drip + Sensor-driven,38,7,20,XGBoost,68,101,High,Smallholder field
2085,Bangladesh,Millet,Weather station,Air Temp,Micro-irrigation,24,6,8,CNN,78,150,Medium,
2086,South Africa,Potato,Soil sensors + Drones,Soil Temperature,Micro-irrigation,28,6,15,LightGBM,97,184,Medium,
2087,India,Mango,Soil sensors + Weather station,Humidity,Flood,22,7,11,Ensemble,85,331,High,
2088,India,Potato,Solar-powered sensors,Soil Moisture,Micro-irrigation,32,11,11,Ensemble,83,178,Low,
2089,Brazil,Potato,Soil sensors + Weather station,EC (salinity),Flood,20,9,4,CNN,82,194,Medium,Dry season
2090,India,Sorghum,Soil sensors,NDVI,Sprinkler + Auto,27,5,6,KNN,68,116,High,High sensor drift
2091,Ghana,Wheat,Edge device + Vision,Multispectral Camera,Micro-irrigation,28,12,16,Random Forest,84,209,High,
2092,India,Millet,Edge device + Vision,Multispectral Camera,Micro-irrigation,35,11,12,LightGBM,87,258,High,
2093,USA,Tomato,NodeMCU + LoRa,Soil Moisture,Sprinkler,26,13,11,Random Forest,79,113,High,
2094,India,Sugarcane,Soil sensors,Soil Moisture,Drip,28,18,13,KNN,75,231,High,
2095,India,Grapes,Soil sensors,EC (salinity),Drip,30,17,17,XGBoost,87,129,High,
2096,India,Rice,Soil sensors,Humidity,Sprinkler,13,-5,7,Ensemble,74,324,High,
2097,India,Sugarcane,Soil sensors,Air Temp,Cloud-auto (scheduled),16,11,5,Linear Regression,73,333,High,
2098,Bangladesh,Rice,NodeMCU + LoRa,Air Temp,Drip + Sensor-driven,29,6,13,Linear Regression,69,234,High,
2099,Egypt,Grapes,Solar-powered sensors,Soil Moisture,Drip + Sensor-driven,37,14,15,LightGBM,86,230,High,High sensor drift
2100,India,Sugarcane,Drones (NDVI),Solar Radiation,Micro-irrigation,37,4,14,XGBoost,77,257,Medium,Long-term monitoring
2101,Egypt,Cotton,Cloud-connected sensors,Humidity,Sprinkler + Auto,36,22,17,Reinforcement Learning (A2C),74,346,High,Solar powered
2102,India,Cotton,Soil sensors + Drones,Multispectral Camera,Manual,28,18,10,Ensemble,87,89,Low,
2103,India,Mango,Soil sensors + Drones,Multispectral Camera,Manual,23,13,7,XGBoost,79,46,High,Cloud outage recorded
2104,USA,Maize,Soil sensors + Weather station,Soil Moisture,Cloud-auto (scheduled),22,11,8,Ensemble,84,272,High,
2105,China,Mango,Soil sensors,Soil Temperature,Drip + Sensor-driven,39,13,12,RCNN,85,118,High,
2106,Brazil,Tomato,Soil sensors + Weather station,Solar Radiation,Cloud-auto (scheduled),28,17,8,Random Forest,75,284,High,
2107,Bangladesh,Potato,Edge device + Vision,Multispectral Camera,Cloud-auto (scheduled),29,-1,10,Ensemble,78,35,High,High rainfall during eval period
2108,Bangladesh,Cotton,Drones (NDVI),Air Temp,Sprinkler + Auto,24,4,6,Linear Regression,72,269,High,
2109,Ghana,Tomato,Soil sensors,Soil Moisture,Drip,32,4,8,Random Forest,85,202,Medium,
2110,Ghana,Tomato,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),26,7,14,Ensemble,83,338,High,Edge device tested
2111,South Africa,Mango,Soil sensors + Weather station,NDVI,Sprinkler + Auto,35,9,15,CNN,88,361,Medium,Cloud outage recorded
2112,India,Date Palm,Cloud-connected sensors,NDVI,Cloud-auto (scheduled),20,6,4,Linear Regression,72,222,High,High sensor drift
2113,Brazil,Tomato,NodeMCU + LoRa,Solar Radiation,Micro-irrigation,33,4,14,XGBoost,79,149,High,Pilot plot
2114,India,Tomato,NodeMCU + LoRa,Soil Temperature,Manual,28,14,10,Ensemble,82,322,High,
2115,China,Millet,Soil sensors,Soil Temperature,Drip,37,12,19,XGBoost,90,50,Medium,High rainfall during eval period
2116,Bangladesh,Tomato,Cloud-connected sensors,EC (salinity),Sprinkler + Auto,28,14,8,XGBoost,80,202,Medium,
2117,India,Tomato,NodeMCU + LoRa,Humidity,Flood,21,9,11,CNN,75,255,Medium,
2118,Bangladesh,Millet,Edge device + Vision,Soil Temperature,Micro-irrigation,29,11,15,Random Forest,81,240,Medium,
2119,USA,Tomato,Edge device + Vision,Soil Moisture,Drip + Sensor-driven,42,15,16,CNN,89,198,High,Edge device tested
2120,South Africa,Rice,Drones (NDVI),Humidity,Sprinkler + Auto,27,8,9,KNN,64,116,Medium,High rainfall during eval period
2121,Ghana,Grapes,Soil sensors,EC (salinity),Manual,10,8,4,Ensemble,82,356,High,
2122,Portugal,Millet,Vision camera (edge),NDVI,Sprinkler + Auto,21,5,5,Ensemble,78,309,Medium,Dry season
2123,India,Grapes,Weather station,Soil Moisture,Sprinkler,26,18,12,Random Forest,88,37,High,Edge device tested
2124,USA,Sorghum,Solar-powered sensors,Soil Temperature,Micro-irrigation,37,-5,13,RCNN,80,244,Medium,Long-term monitoring
2125,South Africa,Cotton,Vision camera (edge),Solar Radiation,Drip,31,23,17,Ensemble,82,187,Medium,
2126,USA,Maize,Soil sensors,Humidity,Sprinkler,28,11,9,Random Forest,75,197,High,Edge device tested
2127,Egypt,Wheat,Weather station,Multispectral Camera,Drip + Sensor-driven,36,14,10,XGBoost,83,121,High,
2128,China,Cotton,Soil sensors,NDVI,Micro-irrigation,23,6,8,Random Forest,76,317,Low,Cloud outage recorded
2129,Egypt,Cotton,Edge device + Vision,Air Temp,Sprinkler,25,6,13,CNN,85,242,High,
2130,Bangladesh,Grapes,Cloud-connected sensors,NDVI,Flood,22,4,9,XGBoost,80,360,High,
2131,India,Soybean,Solar-powered sensors,Air Temp,Sprinkler,29,10,13,Random Forest,85,259,Medium,
2132,India,Sugarcane,Cloud-connected sensors,Multispectral Camera,Cloud-auto (scheduled),16,11,8,LightGBM,78,134,High,
2133,China,Wheat,Vision camera (edge),Multispectral Camera,Micro-irrigation,31,7,15,Reinforcement Learning (A2C),73,242,High,Cloud outage recorded
2134,Portugal,Date Palm,Drones (NDVI),Soil Moisture,Drip,34,10,11,CNN,74,326,Low,Smallholder field
2135,USA,Mango,Soil sensors + Weather station,Soil Temperature,Sprinkler,28,16,15,Linear Regression,84,333,Medium,Solar powered
2136,Brazil,Maize,Edge device + Vision,Multispectral Camera,Sprinkler + Auto,31,15,10,CNN,81,301,High,
2137,USA,Mango,Soil sensors,Air Temp,Sprinkler + Auto,19,10,7,LightGBM,74,165,High,
2138,South Africa,Grapes,Soil sensors + Weather station,Air Temp,Cloud-auto (scheduled),23,13,5,CNN,83,278,Medium,
2139,India,Millet,Weather station,Air Temp,Cloud-auto (scheduled),28,25,15,LightGBM,84,140,High,
2140,India,Maize,Cloud-connected sensors,Solar Radiation,Manual,25,16,14,Random Forest,91,166,High,
2141,Portugal,Millet,Soil sensors,Multispectral Camera,Drip + Sensor-driven,19,15,7,LightGBM,69,180,High,
2142,Brazil,Millet,Drones (NDVI),EC (salinity),Manual,30,9,7,Ensemble,82,160,High,
2143,China,Mango,Edge device + Vision,NDVI,Drip,35,16,12,LightGBM,85,169,Medium,High rainfall during eval period
2144,India,Potato,Solar-powered sensors,Solar Radiation,Drip + Sensor-driven,21,0,7,XGBoost,76,234,High,Smallholder field
2145,India,Rice,Drones (NDVI),Solar Radiation,Sprinkler + Auto,27,3,11,Linear Regression,75,220,High,
2146,China,Soybean,NodeMCU + LoRa,Air Temp,Drip,30,21,18,Random Forest,80,298,High,
2147,Bangladesh,Sugarcane,Soil sensors,Multispectral Camera,Sprinkler + Auto,33,14,19,LightGBM,75,321,High,
2148,Brazil,Grapes,Soil sensors + Weather station,Air Temp,Flood,23,8,7,Ensemble,84,274,Medium,
2149,China,Millet,Vision camera (edge),Air Temp,Manual,39,0,19,XGBoost,81,184,High,
2150,India,Date Palm,Cloud-connected sensors,NDVI,Flood,23,1,7,Random Forest,78,300,Medium,Edge device tested
2151,India,Maize,Drones (NDVI),Soil Moisture,Drip,27,0,11,Random Forest,79,55,Medium,Dry season
2152,Australia,Maize,Solar-powered sensors,Soil Temperature,Cloud-auto (scheduled),30,13,13,KNN,74,47,Medium,Edge device tested
2153,India,Tomato,Soil sensors,Humidity,Drip + Sensor-driven,28,12,8,LightGBM,78,308,High,
2154,USA,Grapes,Soil sensors + Drones,Multispectral Camera,Cloud-auto (scheduled),17,3,9,Ensemble,83,99,High,
2155,USA,Millet,Soil sensors + Drones,Soil Moisture,Micro-irrigation,26,12,15,Ensemble,77,45,High,
2156,Bangladesh,Sugarcane,Cloud-connected sensors,Soil Temperature,Cloud-auto (scheduled),25,-5,14,Reinforcement Learning (A2C),64,94,Low,
2157,Spain,Sorghum,Soil sensors + Weather station,Soil Moisture,Manual,45,19,11,Random Forest,87,32,High,Long-term monitoring
2158,USA,Rice,Vision camera (edge),Multispectral Camera,Sprinkler + Auto,26,17,6,CNN,81,322,High,
2159,Ghana,Soybean,NodeMCU + LoRa,NDVI,Drip,37,11,20,Ensemble,77,187,High,
2160,India,Cotton,Cloud-connected sensors,Humidity,Drip + Sensor-driven,37,6,13,XGBoost,93,237,High,
2161,China,Cotton,Soil sensors + Drones,Soil Temperature,Drip + Sensor-driven,39,14,16,XGBoost,80,145,High,Smallholder field
2162,Australia,Maize,Soil sensors + Drones,Soil Temperature,Flood,22,9,9,Random Forest,82,265,High,
2163,India,Tomato,Solar-powered sensors,NDVI,Cloud-auto (scheduled),20,12,10,Random Forest,86,341,High,
2164,Bangladesh,Mango,Soil sensors + Drones,Multispectral Camera,Micro-irrigation,26,14,14,XGBoost,82,63,Low,Dry season
2165,Bangladesh,Wheat,Edge device + Vision,Soil Temperature,Drip + Sensor-driven,31,10,14,LightGBM,89,315,Medium,Pilot plot
2166,China,Cotton,Cloud-connected sensors,Air Temp,Manual,24,9,12,XGBoost,97,128,Low,
2167,Portugal,Date Palm,Edge device + Vision,Soil Moisture,Manual,28,-5,8,Ensemble,91,78,High,Cloud outage recorded
2168,India,Sorghum,Soil sensors + Weather station,EC (salinity),Flood,18,6,5,Linear Regression,77,233,High,
2169,China,Rice,Weather station,Humidity,Drip,23,3,12,XGBoost,84,189,High,
2170,India,Sorghum,Weather station,Air Temp,Micro-irrigation,28,13,9,CNN,81,137,High,
2171,India,Millet,Soil sensors + Drones,Humidity,Manual,29,18,8,CNN,72,234,Medium,
2172,Spain,Millet,Soil sensors,Solar Radiation,Drip,42,2,14,XGBoost,86,341,Medium,
2173,Brazil,Tomato,Soil sensors + Drones,Humidity,Flood,24,15,6,XGBoost,79,243,High,
2174,India,Mango,Weather station,Soil Moisture,Drip,30,10,7,Ensemble,79,279,High,Edge device tested
2175,USA,Rice,Soil sensors + Weather station,Soil Moisture,Sprinkler,41,8,13,Reinforcement Learning (A2C),84,306,Medium,Cloud outage recorded
2176,Brazil,Wheat,Soil sensors,Air Temp,Sprinkler + Auto,10,9,3,Linear Regression,80,305,High,
2177,India,Maize,Edge device + Vision,Humidity,Micro-irrigation,35,14,13,Linear Regression,64,365,High,
2178,China,Soybean,Soil sensors + Drones,Air Temp,Micro-irrigation,30,21,18,Random Forest,81,270,Medium,
2179,Australia,Potato,Soil sensors + Drones,NDVI,Drip + Sensor-driven,38,5,8,LightGBM,73,59,Medium,Smallholder field
2180,Australia,Cotton,Soil sensors,Soil Temperature,Cloud-auto (scheduled),32,29,13,Linear Regression,69,346,High,Edge device tested
2181,India,Sorghum,Vision camera (edge),Multispectral Camera,Sprinkler + Auto,22,-2,11,XGBoost,75,157,High,Solar powered
2182,Australia,Potato,Weather station,Soil Moisture,Micro-irrigation,44,14,24,Linear Regression,69,303,High,
2183,China,Date Palm,NodeMCU + LoRa,Soil Moisture,Flood,23,6,7,CNN,94,54,High,Solar powered
2184,India,Grapes,Drones (NDVI),Multispectral Camera,Drip,31,5,11,Random Forest,88,301,Medium,
2185,USA,Tomato,Solar-powered sensors,Soil Temperature,Drip,26,4,6,RCNN,89,333,High,
2186,South Africa,Cotton,Soil sensors + Weather station,Air Temp,Manual,29,13,10,Reinforcement Learning (A2C),74,203,High,
2187,Australia,Sorghum,Drones (NDVI),Solar Radiation,Manual,26,2,11,Linear Regression,75,362,Medium,
2188,India,Millet,Soil sensors + Weather station,Soil Moisture,Micro-irrigation,23,13,5,XGBoost,76,282,Low,Cloud outage recorded
2189,Portugal,Soybean,Soil sensors + Weather station,Air Temp,Drip,37,7,14,Ensemble,92,339,High,
2190,India,Date Palm,Soil sensors,Soil Moisture,Sprinkler,39,10,12,Reinforcement Learning (A2C),79,208,Medium,
2191,India,Tomato,Edge device + Vision,Multispectral Camera,Sprinkler + Auto,22,5,10,Random Forest,69,219,High,
2192,China,Potato,Soil sensors + Drones,Multispectral Camera,Drip,43,8,18,Ensemble,88,82,Medium,Cloud outage recorded
2193,China,Rice,Vision camera (edge),NDVI,Drip + Sensor-driven,36,21,20,Random Forest,85,245,Low,
2194,India,Potato,Edge device + Vision,Soil Temperature,Manual,16,0,8,Linear Regression,66,221,Low,Pilot plot
2195,Bangladesh,Soybean,Soil sensors + Drones,Soil Temperature,Sprinkler + Auto,29,14,17,Linear Regression,78,246,High,
2196,USA,Potato,Soil sensors,NDVI,Cloud-auto (scheduled),29,5,11,Random Forest,78,197,High,
2197,India,Grapes,Cloud-connected sensors,EC (salinity),Flood,21,4,5,Ensemble,97,269,High,
2198,China,Sugarcane,NodeMCU + LoRa,Soil Temperature,Sprinkler + Auto,37,13,19,Ensemble,81,183,Medium,
2199,India,Potato,Drones (NDVI),Soil Temperature,Flood,26,4,10,XGBoost,79,340,High,High rainfall during eval period
2200,China,Date Palm,Cloud-connected sensors,EC (salinity),Drip + Sensor-driven,38,-2,16,Random Forest,82,154,Low,Dry season
2201,South Africa,Wheat,Soil sensors + Weather station,Humidity,Drip,39,8,9,Linear Regression,70,125,High,Solar powered
2202,China,Cotton,Weather station,Air Temp,Drip + Sensor-driven,35,12,13,KNN,73,137,High,Cloud outage recorded
2203,India,Maize,Solar-powered sensors,Air Temp,Manual,32,15,10,Random Forest,85,232,Low,Dry season
2204,Bangladesh,Sugarcane,Soil sensors + Drones,NDVI,Micro-irrigation,35,7,20,LightGBM,83,348,Low,
2205,Ghana,Potato,Soil sensors + Drones,Soil Moisture,Micro-irrigation,30,10,12,Random Forest,82,324,High,
2206,India,Sugarcane,Weather station,Air Temp,Cloud-auto (scheduled),36,24,12,Random Forest,79,182,High,
2207,USA,Maize,NodeMCU + LoRa,Soil Moisture,Drip + Sensor-driven,33,13,12,XGBoost,91,73,High,
2208,India,Grapes,Soil sensors,Solar Radiation,Manual,32,6,15,KNN,90,348,High,
2209,India,Rice,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),34,9,9,Random Forest,76,109,High,Smallholder field
2210,Brazil,Mango,Vision camera (edge),Solar Radiation,Flood,25,2,14,Linear Regression,61,289,Medium,
2211,Bangladesh,Tomato,Soil sensors + Drones,Soil Moisture,Drip + Sensor-driven,29,20,14,CNN,85,56,High,High sensor drift
2212,USA,Maize,Soil sensors + Weather station,NDVI,Micro-irrigation,36,5,12,Linear Regression,75,49,Medium,Cloud outage recorded
2213,Ghana,Maize,NodeMCU + LoRa,NDVI,Drip,32,-5,18,LightGBM,79,272,Medium,
2214,India,Mango,Vision camera (edge),EC (salinity),Drip,26,14,15,XGBoost,71,111,High,
2215,Egypt,Cotton,Edge device + Vision,EC (salinity),Sprinkler + Auto,29,11,16,Ensemble,72,240,Medium,
2216,Bangladesh,Potato,Soil sensors + Weather station,Humidity,Sprinkler,29,25,14,Random Forest,90,330,Medium,
2217,China,Sugarcane,Solar-powered sensors,NDVI,Sprinkler,24,1,8,LightGBM,82,289,High,
2218,USA,Potato,Edge device + Vision,Soil Moisture,Cloud-auto (scheduled),31,14,9,Ensemble,88,136,High,
2219,Brazil,Tomato,Weather station,Air Temp,Flood,27,10,11,Random Forest,85,225,High,
2220,Ghana,Sugarcane,Soil sensors + Drones,Soil Temperature,Sprinkler,29,11,12,Random Forest,84,203,High,
2221,Egypt,Maize,Soil sensors + Drones,Multispectral Camera,Micro-irrigation,34,8,13,Random Forest,66,332,Low,Cloud outage recorded
2222,Australia,Tomato,Soil sensors,Air Temp,Manual,38,2,8,XGBoost,97,288,Medium,
2223,China,Date Palm,Soil sensors + Weather station,Air Temp,Flood,21,15,9,Reinforcement Learning (A2C),85,362,High,
2224,China,Tomato,Soil sensors,Soil Moisture,Sprinkler + Auto,22,5,6,LightGBM,78,132,Medium,
2225,USA,Grapes,Drones (NDVI),NDVI,Sprinkler + Auto,30,15,8,KNN,70,293,High,
2226,India,Sorghum,Edge device + Vision,Humidity,Flood,13,6,4,Ensemble,94,257,High,
2227,India,Date Palm,Soil sensors,Air Temp,Sprinkler + Auto,23,9,12,XGBoost,88,33,High,
2228,Brazil,Millet,Vision camera (edge),Multispectral Camera,Cloud-auto (scheduled),22,10,12,KNN,71,297,Low,
